map1_08	A* (Weight 1.25)	4	76.7550468445	155.267027305	1414	124004
map1_08	A* (Weight 1.25)	5	8.96000862122	158.802561211	690	124004
map1_08	A* (Weight 2)	1	5.72896003723	237.847763109	562	124004
map1_08	A* (Weight 2)	2	5.72800636292	194.255880016	558	124004
map1_08	A* (Weight 2)	3	5.47003746033	208.776695297	563	124004
map1_08	A* (Weight 2)	4	5.84888458252	207.007142675	568	124004
map1_08	A* (Weight 2)	5	7.1439743042	208.776695297	565	124004
map1_09	UCS	(None)	512.335062027	115.491378029	15358	124004
map1_09	A* 	1	98.345041275	167.926406871	1572	124004
map1_09	A* 	2	120.422840118	151.362698372	3872	124004
map1_09	A* 	3	105.34620285	167.633513652	2503	124004
map1_09	A* 	4	187.308073044	151.362698372	5191	124004
map1_09	A* 	5	99.2851257324	167.633513652	2503	124004
map1_09	A* (Weight 1.25)	1	7.3299407959	180.811183182	512	124004
map1_09	A* (Weight 1.25)	2	9.78207588196	171.654328933	718	124004
map1_09	A* (Weight 1.25)	3	10.1828575134	176.861435714	634	124004
map1_09	A* (Weight 1.25)	4	12.9477977753	174.26093065	796	124004
map1_09	A* (Weight 1.25)	5	10.1079940796	176.861435714	631	124004
map1_09	A* (Weight 2)	1	6.511926651	197.130988335	461	124004
map1_09	A* (Weight 2)	2	5.16986846924	179.447222151	420	124004
map1_09	A* (Weight 2)	3	5.62214851379	191.181240867	457	124004
map1_09	A* (Weight 2)	4	4.72116470337	175.340620434	424	124004
map1_09	A* (Weight 2)	5	6.12282752991	191.181240867	457	124004
map1_10	UCS	(None)	522.087097168	111.970562748	14751	124004
map1_10	A* 	1	40.7180786133	157.112698372	809	124004
map1_10	A* 	2	48.7248897552	155.870057685	1788	124004
map1_10	A* 	3	36.2942218781	156.69848481	1016	124004
map1_10	A* 	4	80.8889865875	146.362698372	2716	124004
map1_10	A* 	5	35.2251529694	156.69848481	1027	124004
map1_10	A* (Weight 1.25)	1	8.91017913818	162.083261121	433	124004
map1_10	A* (Weight 1.25)	2	4.6010017395	159.183766184	408	124004
map1_10	A* (Weight 1.25)	3	5.97190856934	162.497474683	425	124004
map1_10	A* (Weight 1.25)	4	5.30886650085	161.669047558	429	124004
map1_10	A* (Weight 1.25)	5	6.26420974731	162.497474683	425	124004
map1_10	A* (Weight 2)	1	4.65798377991	168.296464556	397	124004
map1_10	A* (Weight 2)	2	5.19919395447	160.597979746	407	124004
map1_10	A* (Weight 2)	3	5.3448677063	168.296464556	394	124004
map1_10	A* (Weight 2)	4	5.37514686584	160.840620434	431	124004
map1_10	A* (Weight 2)	5	5.98907470703	168.296464556	413	124004
